,unit_params,param_names
0,-0.5724039673805237,gNaTs2_tbar_NaTs2_t_apical
1,-0.7740827202796936,gSKv3_1bar_SKv3_1_apical
2,0.07830233126878738,gImbar_Im_apical
3,2.00002384185791,gIhbar_Ih_dend
4,0.38015881180763245,gNaTa_tbar_NaTa_t_axonal
5,-0.47419530153274536,gK_Tstbar_K_Tst_axonal
6,-1.5547404289245605,gNap_Et2bar_Nap_Et2_axonal
7,-0.5925570130348206,gSK_E2bar_SK_E2_axonal
8,-0.9586414694786072,gCa_HVAbar_Ca_HVA_axonal
9,-0.22996526956558228,gK_Pstbar_K_Pst_axonal
10,0.08971613645553589,gCa_LVAstbar_Ca_LVAst_axonal
11,0.9113411903381348,g_pas_axonal
12,3.021608352661133,cm_axonal
13,-0.771675705909729,gSKv3_1bar_SKv3_1_somatic
14,-0.5986664891242981,gNaTs2_tbar_NaTs2_t_somatic
15,-1.323593020439148,gCa_LVAstbar_Ca_LVAst_somatic
16,-3.616384506225586,g_pas_somatic
17,-0.24651911854743958,cm_somatic
18,-1.1717078685760498,e_pas_all
